LID,#ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,Median_fold,Std_Dev
,,,,,,,,,,,
LID105993,1_LID_105965_147_length_32612_cov_57.813084,0.0052,32612,0.4945,0.4201,137,3,3,0.5325,0,0.08
LID105993,2_LID_108406_319_length_33793_cov_3042.057049,0.0041,33793,0.5329,0.2456,83,1,4,0.5467,0,0.09
LID105993,3_LID_108304_5458_2674_1100_9120_632_updated,0.0045,34219,0.4927,0.2864,98,3,2,0.6056,0,0.09
LID105993,4_LID_107882_345_length_34311_cov_8.59512,0.0145,34311,0.5302,0.8831,303,8,9,0.5181,0,0.17
LID105993,5_LID_105867_65_length_34064_cov_12.309771,0.0118,34064,0.5259,0.6635,226,5,9,0.5634,0,0.15
LID105993,6_LID_107883_492_length_34868_cov_56.276093,0.0126,34868,0.5993,0.8977,313,8,9,0.6282,0,0.14
LID105993,7_LID_105984_101_length_34574_cov_32.439343,0.0052,34574,0.5178,0.3413,118,4,3,0.6258,0,0.11
,,,,,,,,,,,
,,,,,,,,,,,
LID105994,1_LID_105965_147_length_32612_cov_57.813084,0.0015,32612,0.4945,0.0767,25,1,1,0.32,0,0.06
LID105994,2_LID_108406_319_length_33793_cov_3042.057049,0,33793,0.5329,0,0,0,0,0,0,0
LID105994,3_LID_108304_5458_2674_1100_9120_632_updated,0,34219,0.4927,0,0,0,0,0,0,0
LID105994,4_LID_107882_345_length_34311_cov_8.59512,0,34311,0.5302,0,0,0,0,0,0,0
LID105994,5_LID_105867_65_length_34064_cov_12.309771,0.0009,34064,0.5259,0.0881,30,0,1,0.6,0,0.03
LID105994,6_LID_107883_492_length_34868_cov_56.276093,0.0016,34868,0.5993,0.0803,28,1,1,0.7857,0,0.06
LID105994,7_LID_105984_101_length_34574_cov_32.439343,0.0008,34574,0.5178,0.0781,27,0,1,0.5556,0,0.03
,,,,,,,,,,,
,,,,,,,,,,,
LID105995,1_LID_105965_147_length_32612_cov_57.813084,0,32612,0.4945,0,0,0,0,0,0,0
LID105995,2_LID_108406_319_length_33793_cov_3042.057049,0,33793,0.5329,0,0,0,0,0,0,0
LID105995,3_LID_108304_5458_2674_1100_9120_632_updated,0,34219,0.4927,0,0,0,0,0,0,0
LID105995,4_LID_107882_345_length_34311_cov_8.59512,0,34311,0.5302,0,0,0,0,0,0,0
LID105995,5_LID_105867_65_length_34064_cov_12.309771,0.0041,34064,0.5259,0.1027,35,2,2,0.2571,0,0.13
LID105995,6_LID_107883_492_length_34868_cov_56.276093,0,34868,0.5993,0,0,0,0,0,0,0
LID105995,7_LID_105984_101_length_34574_cov_32.439343,0,34574,0.5178,0,0,0,0,0,0,0
,,,,,,,,,,,
,,,,,,,,,,,
LID105996,1_LID_105965_147_length_32612_cov_57.813084,0.0398,32612,0.4945,2.7996,913,24,17,0.4991,0,0.26
LID105996,2_LID_108406_319_length_33793_cov_3042.057049,0.0448,33793,0.5329,3.2374,1094,23,21,0.5352,0,0.27
LID105996,3_LID_108304_5458_2674_1100_9120_632_updated,0.0357,34219,0.4927,1.9697,674,22,25,0.4829,0,0.28
LID105996,4_LID_107882_345_length_34311_cov_8.59512,0.0353,34311,0.5302,2.0868,716,22,18,0.5388,0,0.32
LID105996,5_LID_105867_65_length_34064_cov_12.309771,0.0413,34064,0.5259,2.4894,848,22,24,0.5172,0,0.28
LID105996,6_LID_107883_492_length_34868_cov_56.276093,0.0526,34868,0.5993,3.2322,1127,27,39,0.668,0,0.31
LID105996,7_LID_105984_101_length_34574_cov_32.439343,0.0337,34574,0.5178,2.0709,716,19,21,0.5471,0,0.26
,,,,,,,,,,,
,,,,,,,,,,,
LID105997,1_LID_105965_147_length_32612_cov_57.813084,0.0047,32612,0.4945,0.322,105,3,3,0.4364,0,0.09
LID105997,2_LID_108406_319_length_33793_cov_3042.057049,0.016,33793,0.5329,1.45,490,6,5,0.6034,0,0.14
LID105997,3_LID_108304_5458_2674_1100_9120_632_updated,0.0068,34219,0.4927,0.5611,192,2,6,0.5737,0,0.09
LID105997,4_LID_107882_345_length_34311_cov_8.59512,0.011,34311,0.5302,0.3935,135,8,6,0.6545,0,0.21
LID105997,5_LID_105867_65_length_34064_cov_12.309771,0.0092,34064,0.5259,0.684,233,6,4,0.4757,0,0.12
LID105997,6_LID_107883_492_length_34868_cov_56.276093,0.0206,34868,0.5993,1.3049,455,10,15,0.6295,0,0.19
LID105997,7_LID_105984_101_length_34574_cov_32.439343,0.0082,34574,0.5178,0.4917,170,5,5,0.4212,0,0.14
,,,,,,,,,,,
,,,,,,,,,,,
LID105998,1_LID_105965_147_length_32612_cov_57.813084,0.0194,32612,0.4945,1.0947,357,12,11,0.4662,0,0.21
LID105998,2_LID_108406_319_length_33793_cov_3042.057049,0.0145,33793,0.5329,1.0712,362,7,9,0.4668,0,0.15
LID105998,3_LID_108304_5458_2674_1100_9120_632_updated,0.0045,34219,0.4927,0.301,103,4,2,0.759,0,0.09
LID105998,4_LID_107882_345_length_34311_cov_8.59512,0.0149,34311,0.5302,1.0813,371,8,9,0.6009,0,0.15
LID105998,5_LID_105867_65_length_34064_cov_12.309771,0.009,34064,0.5259,0.5137,175,5,5,0.4578,0,0.15
LID105998,6_LID_107883_492_length_34868_cov_56.276093,0.014,34868,0.5993,0.8403,293,11,8,0.6204,0,0.16
LID105998,7_LID_105984_101_length_34574_cov_32.439343,0.008,34574,0.5178,0.5235,181,6,4,0.5685,0,0.12
,,,,,,,,,,,
,,,,,,,,,,,
LID105999,1_LID_105965_147_length_32612_cov_57.813084,0.017,32612,0.4945,1.107,361,8,12,0.4864,0,0.17
LID105999,2_LID_108406_319_length_33793_cov_3042.057049,0.0327,33793,0.5329,1.8288,618,21,17,0.5506,0,0.26
LID105999,3_LID_108304_5458_2674_1100_9120_632_updated,0.0158,34219,0.4927,1.2215,418,7,11,0.5214,0,0.16
LID105999,4_LID_107882_345_length_34311_cov_8.59512,0.0171,34311,0.5302,1.0755,369,10,10,0.5833,0,0.19
LID105999,5_LID_105867_65_length_34064_cov_12.309771,0.0114,34064,0.5259,0.9952,339,5,5,0.6558,0,0.12
LID105999,6_LID_107883_492_length_34868_cov_56.276093,0.0381,34868,0.5993,2.4923,869,16,21,0.6025,0,0.28
LID105999,7_LID_105984_101_length_34574_cov_32.439343,0.0126,34574,0.5178,0.9747,337,7,8,0.4439,0,0.13
,,,,,,,,,,,
,,,,,,,,,,,
LID106000,1_LID_105965_147_length_32612_cov_57.813084,0.0176,32612,0.4945,0.9751,318,11,11,0.5406,0,0.19
LID106000,2_LID_108406_319_length_33793_cov_3042.057049,0.021,33793,0.5329,1.1038,373,13,13,0.5014,0,0.21
LID106000,3_LID_108304_5458_2674_1100_9120_632_updated,0.0152,34219,0.4927,0.9936,340,11,9,0.4803,0,0.16
LID106000,4_LID_107882_345_length_34311_cov_8.59512,0.0249,34311,0.5302,1.5505,532,15,17,0.5168,0,0.21
LID106000,5_LID_105867_65_length_34064_cov_12.309771,0.0195,34064,0.5259,1.2154,414,14,8,0.5827,0,0.18
LID106000,6_LID_107883_492_length_34868_cov_56.276093,0.0385,34868,0.5993,2.3116,806,25,21,0.6353,0,0.28
LID106000,7_LID_105984_101_length_34574_cov_32.439343,0.0058,34574,0.5178,0.2921,101,4,4,0.5283,0,0.11
,,,,,,,,,,,
,,,,,,,,,,,
LID106001,1_LID_105965_147_length_32612_cov_57.813084,0.0552,32612,0.4945,3.419,1115,32,32,0.4905,0,0.33
LID106001,2_LID_108406_319_length_33793_cov_3042.057049,0.0944,33793,0.5329,5.7556,1945,54,58,0.6034,0,0.47
LID106001,3_LID_108304_5458_2674_1100_9120_632_updated,0.0587,34219,0.4927,3.6792,1259,37,33,0.495,0,0.34
LID106001,4_LID_107882_345_length_34311_cov_8.59512,0.0747,34311,0.5302,4.4068,1512,47,41,0.522,0,0.38
LID106001,5_LID_105867_65_length_34064_cov_12.309771,0.0745,34064,0.5259,4.0189,1369,47,46,0.5674,0,0.42
LID106001,6_LID_107883_492_length_34868_cov_56.276093,0.0985,34868,0.5993,6.1805,2155,62,57,0.6381,0,0.42
LID106001,7_LID_105984_101_length_34574_cov_32.439343,0.0423,34574,0.5178,2.6667,922,31,25,0.5336,0,0.28
,,,,,,,,,,,
,,,,,,,,,,,
LID106002,1_LID_105965_147_length_32612_cov_57.813084,0.1037,32612,0.4945,6.8564,2236,53,66,0.5192,0,0.41
LID106002,2_LID_108406_319_length_33793_cov_3042.057049,0.1144,33793,0.5329,7.5282,2544,67,61,0.5299,0,0.44
LID106002,3_LID_108304_5458_2674_1100_9120_632_updated,0.096,34219,0.4927,5.2807,1807,54,57,0.5016,0,0.47
LID106002,4_LID_107882_345_length_34311_cov_8.59512,0.1249,34311,0.5302,7.8721,2701,66,76,0.5233,0,0.49
LID106002,5_LID_105867_65_length_34064_cov_12.309771,0.1124,34064,0.5259,6.7931,2314,68,67,0.5556,0,0.47
LID106002,6_LID_107883_492_length_34868_cov_56.276093,0.1912,34868,0.5993,11.0732,3861,110,114,0.608,0,0.67
LID106002,7_LID_105984_101_length_34574_cov_32.439343,0.1138,34574,0.5178,6.7276,2326,66,73,0.5365,0,0.48
,,,,,,,,,,,
,,,,,,,,,,,
LID106003,1_LID_105965_147_length_32612_cov_57.813084,0.0553,32612,0.4945,3.2565,1062,30,33,0.5125,0,0.35
LID106003,2_LID_108406_319_length_33793_cov_3042.057049,0.0596,33793,0.5329,3.7552,1269,35,35,0.5145,0,0.32
LID106003,3_LID_108304_5458_2674_1100_9120_632_updated,0.0547,34219,0.4927,3.3958,1162,29,32,0.5101,0,0.33
LID106003,4_LID_107882_345_length_34311_cov_8.59512,0.0543,34311,0.5302,3.4216,1174,26,27,0.5481,0,0.31
LID106003,5_LID_105867_65_length_34064_cov_12.309771,0.042,34064,0.5259,2.19,746,24,28,0.5902,0,0.35
LID106003,6_LID_107883_492_length_34868_cov_56.276093,0.0856,34868,0.5993,5.5724,1943,51,49,0.6543,0,0.39
LID106003,7_LID_105984_101_length_34574_cov_32.439343,0.0415,34574,0.5178,2.5742,890,28,26,0.5335,0,0.28
,,,,,,,,,,,
,,,,,,,,,,,
LID106004,1_LID_105965_147_length_32612_cov_57.813084,0.0186,32612,0.4945,1.4197,463,10,8,0.4757,0,0.16
LID106004,2_LID_108406_319_length_33793_cov_3042.057049,0.0113,33793,0.5329,0.6954,235,9,6,0.6259,0,0.16
LID106004,3_LID_108304_5458_2674_1100_9120_632_updated,0.0132,34219,0.4927,0.7627,261,8,9,0.4576,0,0.17
LID106004,4_LID_107882_345_length_34311_cov_8.59512,0.0187,34311,0.5302,1.2008,412,13,10,0.555,0,0.2
LID106004,5_LID_105867_65_length_34064_cov_12.309771,0.0167,34064,0.5259,1.2653,431,8,10,0.4959,0,0.16
LID106004,6_LID_107883_492_length_34868_cov_56.276093,0.0318,34868,0.5993,1.9215,670,18,18,0.6101,0,0.26
LID106004,7_LID_105984_101_length_34574_cov_32.439343,0.0167,34574,0.5178,1.0326,357,10,10,0.5544,0,0.2
,,,,,,,,,,,
,,,,,,,,,,,
LID106005,1_LID_105965_147_length_32612_cov_57.813084,0.0224,32612,0.4945,1.5056,491,8,12,0.4515,0,0.2
LID106005,2_LID_108406_319_length_33793_cov_3042.057049,0.0103,33793,0.5329,0.6777,229,7,7,0.5464,0,0.15
LID106005,3_LID_108304_5458_2674_1100_9120_632_updated,0.0116,34219,0.4927,0.7452,255,7,8,0.6057,0,0.14
LID106005,4_LID_107882_345_length_34311_cov_8.59512,0.0138,34311,0.5302,0.886,304,9,8,0.4882,0,0.15
LID106005,5_LID_105867_65_length_34064_cov_12.309771,0.0203,34064,0.5259,1.4825,505,9,14,0.5672,0,0.18
LID106005,6_LID_107883_492_length_34868_cov_56.276093,0.0259,34868,0.5993,1.6921,590,14,19,0.6156,0,0.22
LID106005,7_LID_105984_101_length_34574_cov_32.439343,0.014,34574,0.5178,0.9487,328,9,6,0.5478,0,0.15
,,,,,,,,,,,
,,,,,,,,,,,
LID106006,1_LID_105965_147_length_32612_cov_57.813084,0.0174,32612,0.4945,1.1315,369,12,9,0.4642,0,0.19
LID106006,2_LID_108406_319_length_33793_cov_3042.057049,0.0122,33793,0.5329,0.8108,274,7,8,0.6084,0,0.14
LID106006,3_LID_108304_5458_2674_1100_9120_632_updated,0.0086,34219,0.4927,0.5377,184,7,4,0.5222,0,0.12
LID106006,4_LID_107882_345_length_34311_cov_8.59512,0.0068,34311,0.5302,0.3556,122,3,6,0.4561,0,0.13
LID106006,5_LID_105867_65_length_34064_cov_12.309771,0.0199,34064,0.5259,1.4003,477,11,9,0.551,0,0.18
LID106006,6_LID_107883_492_length_34868_cov_56.276093,0.0282,34868,0.5993,1.8613,649,14,19,0.6495,0,0.22
LID106006,7_LID_105984_101_length_34574_cov_32.439343,0.0194,34574,0.5178,0.9487,328,13,13,0.6039,0,0.22
,,,,,,,,,,,
,,,,,,,,,,,
LID106007,1_LID_105965_147_length_32612_cov_57.813084,0.0091,32612,0.4945,0.4876,159,6,5,0.5116,0,0.13
LID106007,2_LID_108406_319_length_33793_cov_3042.057049,0.023,33793,0.5329,1.6009,541,11,13,0.6252,0,0.19
LID106007,3_LID_108304_5458_2674_1100_9120_632_updated,0.0224,34219,0.4927,1.429,489,11,14,0.5063,0,0.21
LID106007,4_LID_107882_345_length_34311_cov_8.59512,0.0165,34311,0.5302,1.1396,391,8,9,0.5875,0,0.16
LID106007,5_LID_105867_65_length_34064_cov_12.309771,0.0096,34064,0.5259,0.728,248,5,7,0.478,0,0.12
LID106007,6_LID_107883_492_length_34868_cov_56.276093,0.022,34868,0.5993,1.2906,450,13,14,0.6098,0,0.22
LID106007,7_LID_105984_101_length_34574_cov_32.439343,0.0085,34574,0.5178,0.5177,179,5,5,0.57,0,0.12
,,,,,,,,,,,
,,,,,,,,,,,
LID106008,1_LID_105965_147_length_32612_cov_57.813084,0.0015,32612,0.4945,0.1503,49,1,1,0.28,0,0.04
LID106008,2_LID_108406_319_length_33793_cov_3042.057049,0.0083,33793,0.5329,0.6925,234,7,3,0.6184,0,0.1
LID106008,3_LID_108304_5458_2674_1100_9120_632_updated,0.0072,34219,0.4927,0.5611,192,5,2,0.5053,0,0.1
LID106008,4_LID_107882_345_length_34311_cov_8.59512,0.005,34311,0.5302,0.4955,170,2,3,0.5894,0,0.07
LID106008,5_LID_105867_65_length_34064_cov_12.309771,0.008,34064,0.5259,0.2994,102,4,6,0.562,0,0.19
LID106008,6_LID_107883_492_length_34868_cov_56.276093,0.0116,34868,0.5993,0.7371,257,6,8,0.6171,0,0.14
LID106008,7_LID_105984_101_length_34574_cov_32.439343,0.0081,34574,0.5178,0.5611,194,5,5,0.5357,0,0.11
,,,,,,,,,,,
,,,,,,,,,,,
LID106009,1_LID_105965_147_length_32612_cov_57.813084,0.0088,32612,0.4945,0.6225,203,5,4,0.636,0,0.12
LID106009,2_LID_108406_319_length_33793_cov_3042.057049,0.0058,33793,0.5329,0.4291,145,3,4,0.6321,0,0.09
LID106009,3_LID_108304_5458_2674_1100_9120_632_updated,0.0078,34219,0.4927,0.4705,161,5,5,0.4481,0,0.12
LID106009,4_LID_107882_345_length_34311_cov_8.59512,0.0091,34311,0.5302,0.6849,235,7,5,0.5315,0,0.12
LID106009,5_LID_105867_65_length_34064_cov_12.309771,0.0085,34064,0.5259,0.455,155,4,7,0.5679,0,0.13
LID106009,6_LID_107883_492_length_34868_cov_56.276093,0.3884,34868,0.5993,25.9177,9037,50,51,0.6033,0,0.79
LID106009,7_LID_105984_101_length_34574_cov_32.439343,0.0049,34574,0.5178,0.2487,86,2,4,0.5988,0,0.12
,,,,,,,,,,,
,,,,,,,,,,,
LID106010,1_LID_105965_147_length_32612_cov_57.813084,0.0009,32612,0.4945,0.0859,28,1,0,0.8214,0,0.03
LID106010,2_LID_108406_319_length_33793_cov_3042.057049,0.0054,33793,0.5329,0.3551,120,3,3,0.6126,0,0.1
LID106010,3_LID_108304_5458_2674_1100_9120_632_updated,0.0046,34219,0.4927,0.3916,134,4,2,0.463,0,0.08
LID106010,4_LID_107882_345_length_34311_cov_8.59512,0.0034,34311,0.5302,0.2419,83,3,1,0.541,0,0.07
LID106010,5_LID_105867_65_length_34064_cov_12.309771,0.0048,34064,0.5259,0.3816,130,3,3,0.4242,0,0.08
LID106010,6_LID_107883_492_length_34868_cov_56.276093,0.0056,34868,0.5993,0.4703,164,2,5,0.51,0,0.09
LID106010,7_LID_105984_101_length_34574_cov_32.439343,0.0034,34574,0.5178,0.1706,59,2,2,0.5246,0,0.08
,,,,,,,,,,,
,,,,,,,,,,,
LID106011,1_LID_105965_147_length_32612_cov_57.813084,0.0102,32612,0.4945,0.6869,224,6,5,0.4889,0,0.13
LID106011,2_LID_108406_319_length_33793_cov_3042.057049,0.017,33793,0.5329,1.1837,400,9,12,0.559,0,0.18
LID106011,3_LID_108304_5458_2674_1100_9120_632_updated,0.0091,34219,0.4927,0.6049,207,4,4,0.4505,0,0.13
LID106011,4_LID_107882_345_length_34311_cov_8.59512,0.0111,34311,0.5302,0.8714,299,7,5,0.5688,0,0.13
LID106011,5_LID_105867_65_length_34064_cov_12.309771,0.0093,34064,0.5259,0.6312,215,8,4,0.4146,0,0.12
LID106011,6_LID_107883_492_length_34868_cov_56.276093,0.0143,34868,0.5993,0.8719,304,7,10,0.5657,0,0.16
LID106011,7_LID_105984_101_length_34574_cov_32.439343,0.0097,34574,0.5178,0.6508,225,5,5,0.5174,0,0.13
,,,,,,,,,,,
,,,,,,,,,,,
LID106012,1_LID_105965_147_length_32612_cov_57.813084,0.0075,32612,0.4945,0.6531,213,6,3,0.4444,0,0.1
LID106012,2_LID_108406_319_length_33793_cov_3042.057049,0.0143,33793,0.5329,1.1807,399,10,4,0.5297,0,0.14
LID106012,3_LID_108304_5458_2674_1100_9120_632_updated,0.0151,34219,0.4927,1.1923,408,11,6,0.4846,0,0.15
LID106012,4_LID_107882_345_length_34311_cov_8.59512,0.0227,34311,0.5302,1.2387,425,15,13,0.483,0,0.23
LID106012,5_LID_105867_65_length_34064_cov_12.309771,0.0187,34064,0.5259,1.2623,430,12,8,0.5485,0,0.17
LID106012,6_LID_107883_492_length_34868_cov_56.276093,0.0238,34868,0.5993,1.5831,552,17,13,0.6483,0,0.21
LID106012,7_LID_105984_101_length_34574_cov_32.439343,0.0149,34574,0.5178,0.8272,286,10,8,0.5019,0,0.17
,,,,,,,,,,,
,,,,,,,,,,,
LID106013,1_LID_105965_147_length_32612_cov_57.813084,0,32612,0.4945,0,0,0,0,0,0,0
LID106013,2_LID_108406_319_length_33793_cov_3042.057049,0.0031,33793,0.5329,0.1539,52,2,2,0.5385,0,0.08
LID106013,3_LID_108304_5458_2674_1100_9120_632_updated,0.0104,34219,0.4927,0.9615,329,2,2,0.4944,0,0.11
LID106013,4_LID_107882_345_length_34311_cov_8.59512,0.0015,34311,0.5302,0.1516,52,1,1,0.5636,0,0.04
LID106013,5_LID_105867_65_length_34064_cov_12.309771,0.0016,34064,0.5259,0.0822,28,0,2,0.6071,0,0.06
LID106013,6_LID_107883_492_length_34868_cov_56.276093,0.0006,34868,0.5993,0.0631,22,0,1,0.8696,0,0.03
LID106013,7_LID_105984_101_length_34574_cov_32.439343,0.0016,34574,0.5178,0.1591,55,2,0,0.4483,0,0.04
,,,,,,,,,,,
,,,,,,,,,,,
LID106014,1_LID_105965_147_length_32612_cov_57.813084,0.0139,32612,0.4945,1.0794,352,9,8,0.4112,0,0.14
LID106014,2_LID_108406_319_length_33793_cov_3042.057049,0.0148,33793,0.5329,1.1482,388,13,5,0.5111,0,0.15
LID106014,3_LID_108304_5458_2674_1100_9120_632_updated,0.0174,34219,0.4927,1.055,361,10,12,0.4519,0,0.19
LID106014,4_LID_107882_345_length_34311_cov_8.59512,0.0121,34311,0.5302,0.6791,233,8,8,0.5463,0,0.16
LID106014,5_LID_105867_65_length_34064_cov_12.309771,0.0104,34064,0.5259,0.8455,288,7,7,0.5496,0,0.12
LID106014,6_LID_107883_492_length_34868_cov_56.276093,0.0197,34868,0.5993,1.5057,525,12,11,0.5405,0,0.17
LID106014,7_LID_105984_101_length_34574_cov_32.439343,0.0139,34574,0.5178,0.8648,299,10,9,0.5093,0,0.18
,,,,,,,,,,,
,,,,,,,,,,,
LID106255,1_LID_105965_147_length_32612_cov_57.813084,0.062,32612,0.4945,3.5846,1169,36,39,0.4981,0,0.35
LID106255,2_LID_108406_319_length_33793_cov_3042.057049,0.073,33793,0.5329,4.5897,1551,46,38,0.5253,0,0.37
LID106255,3_LID_108304_5458_2674_1100_9120_632_updated,0.0549,34219,0.4927,3.4688,1187,37,27,0.5104,0,0.32
LID106255,4_LID_107882_345_length_34311_cov_8.59512,0.0658,34311,0.5302,3.8442,1319,35,46,0.5042,0,0.36
LID106255,5_LID_105867_65_length_34064_cov_12.309771,0.048,34064,0.5259,2.9738,1013,31,26,0.5332,0,0.29
LID106255,6_LID_107883_492_length_34868_cov_56.276093,0.1028,34868,0.5993,6.0944,2125,59,60,0.6086,0,0.45
LID106255,7_LID_105984_101_length_34574_cov_32.439343,0.0458,34574,0.5178,3.2423,1121,28,26,0.5318,0,0.28
,,,,,,,,,,,
,,,,,,,,,,,
LID106256,1_LID_105965_147_length_32612_cov_57.813084,0.0122,32612,0.4945,0.8218,268,9,6,0.4,0,0.14
LID106256,2_LID_108406_319_length_33793_cov_3042.057049,0.0305,33793,0.5329,1.6276,550,16,17,0.4757,0,0.25
LID106256,3_LID_108304_5458_2674_1100_9120_632_updated,0.032,34219,0.4927,1.692,579,20,21,0.4746,0,0.27
LID106256,4_LID_107882_345_length_34311_cov_8.59512,0.0312,34311,0.5302,1.9935,684,19,16,0.5994,0,0.26
LID106256,5_LID_105867_65_length_34064_cov_12.309771,0.0273,34064,0.5259,2.0373,694,17,10,0.4994,0,0.2
LID106256,6_LID_107883_492_length_34868_cov_56.276093,0.0271,34868,0.5993,1.8785,655,19,13,0.625,0,0.21
LID106256,7_LID_105984_101_length_34574_cov_32.439343,0.0226,34574,0.5178,1.3276,459,17,12,0.5309,0,0.21
,,,,,,,,,,,
,,,,,,,,,,,
LID106257,1_LID_105965_147_length_32612_cov_57.813084,0.0012,32612,0.4945,0.0613,20,1,1,0.4,0,0.05
LID106257,2_LID_108406_319_length_33793_cov_3042.057049,0.0009,33793,0.5329,0.0858,29,1,0,0.7931,0,0.03
LID106257,3_LID_108304_5458_2674_1100_9120_632_updated,0.0019,34219,0.4927,0.187,64,1,1,0.5636,0,0.04
LID106257,4_LID_107882_345_length_34311_cov_8.59512,0,34311,0.5302,0,0,0,0,0,0,0
LID106257,5_LID_105867_65_length_34064_cov_12.309771,0.0017,34064,0.5259,0.1703,58,1,1,0.5517,0,0.04
LID106257,6_LID_107883_492_length_34868_cov_56.276093,0.0019,34868,0.5993,0.1348,47,2,1,0.5238,0,0.06
LID106257,7_LID_105984_101_length_34574_cov_32.439343,0,34574,0.5178,0,0,0,0,0,0,0
,,,,,,,,,,,
,,,,,,,,,,,
LID106258,1_LID_105965_147_length_32612_cov_57.813084,0.018,32612,0.4945,1.015,331,11,10,0.3837,0,0.2
LID106258,2_LID_108406_319_length_33793_cov_3042.057049,0.0146,33793,0.5329,0.9085,307,9,7,0.5403,0,0.17
LID106258,3_LID_108304_5458_2674_1100_9120_632_updated,0.013,34219,0.4927,0.8329,285,9,7,0.479,0,0.15
LID106258,4_LID_107882_345_length_34311_cov_8.59512,0.0244,34311,0.5302,1.67,573,17,9,0.4694,0,0.2
LID106258,5_LID_105867_65_length_34064_cov_12.309771,0.0227,34064,0.5259,1.4179,483,11,18,0.5076,0,0.2
LID106258,6_LID_107883_492_length_34868_cov_56.276093,0.0342,34868,0.5993,2.4292,847,18,23,0.6524,0,0.23
LID106258,7_LID_105984_101_length_34574_cov_32.439343,0.0998,34574,0.5178,9.2237,3189,7,7,0.5544,0,0.32
,,,,,,,,,,,
,,,,,,,,,,,
LID106259,1_LID_105965_147_length_32612_cov_57.813084,0.0159,32612,0.4945,0.9628,314,8,10,0.3804,0,0.17
LID106259,2_LID_108406_319_length_33793_cov_3042.057049,0.0183,33793,0.5329,1.1955,404,8,15,0.4867,0,0.18
LID106259,3_LID_108304_5458_2674_1100_9120_632_updated,0.0182,34219,0.4927,1.3501,462,11,9,0.5244,0,0.17
LID106259,4_LID_107882_345_length_34311_cov_8.59512,0.016,34311,0.5302,1.2416,426,8,7,0.525,0,0.15
LID106259,5_LID_105867_65_length_34064_cov_12.309771,0.0103,34064,0.5259,0.546,186,7,7,0.4469,0,0.15
LID106259,6_LID_107883_492_length_34868_cov_56.276093,0.0278,34868,0.5993,1.5458,539,18,19,0.5475,0,0.25
LID106259,7_LID_105984_101_length_34574_cov_32.439343,0.0113,34574,0.5178,0.8648,299,6,8,0.4601,0,0.13
,,,,,,,,,,,
,,,,,,,,,,,
LID106261,1_LID_105965_147_length_32612_cov_57.813084,0.001,32612,0.4945,0.1043,34,1,0,0.3529,0,0.03
LID106261,2_LID_108406_319_length_33793_cov_3042.057049,0.1872,33793,0.5329,12.1534,4107,28,30,0.5194,0,0.55
LID106261,3_LID_108304_5458_2674_1100_9120_632_updated,0.0007,34219,0.4927,0.0672,23,0,1,0.6087,0,0.03
LID106261,4_LID_107882_345_length_34311_cov_8.59512,0.0056,34311,0.5302,0.4051,139,1,4,0.458,0,0.09
LID106261,5_LID_105867_65_length_34064_cov_12.309771,2.9166,34064,0.5259,87.0127,29640,357,359,0.5229,3,2.19
LID106261,6_LID_107883_492_length_34868_cov_56.276093,0.0029,34868,0.5993,0.2897,101,2,1,0.6593,0,0.05
LID106261,7_LID_105984_101_length_34574_cov_32.439343,0.0057,34574,0.5178,0.3268,113,3,4,0.5777,0,0.1
,,,,,,,,,,,
,,,,,,,,,,,
LID106262,1_LID_105965_147_length_32612_cov_57.813084,0.0134,32612,0.4945,0.8555,279,7,7,0.5046,0,0.17
LID106262,2_LID_108406_319_length_33793_cov_3042.057049,0.0215,33793,0.5329,1.3494,456,15,12,0.5405,0,0.21
LID106262,3_LID_108304_5458_2674_1100_9120_632_updated,0.0264,34219,0.4927,1.4816,507,19,15,0.5083,0,0.23
LID106262,4_LID_107882_345_length_34311_cov_8.59512,0.0151,34311,0.5302,0.9793,336,7,11,0.5456,0,0.16
LID106262,5_LID_105867_65_length_34064_cov_12.309771,0.0211,34064,0.5259,1.4884,507,14,11,0.5095,0,0.18
LID106262,6_LID_107883_492_length_34868_cov_56.276093,0.03,34868,0.5993,2.0076,700,16,16,0.6342,0,0.22
LID106262,7_LID_105984_101_length_34574_cov_32.439343,0.0178,34574,0.5178,1.1367,393,8,14,0.5743,0,0.19
,,,,,,,,,,,
,,,,,,,,,,,
LID106263,1_LID_105965_147_length_32612_cov_57.813084,0,32612,0.4945,0,0,0,0,0,0,0
LID106263,2_LID_108406_319_length_33793_cov_3042.057049,0.0267,33793,0.5329,2.6278,888,3,3,0.6153,0,0.16
LID106263,3_LID_108304_5458_2674_1100_9120_632_updated,0.0026,34219,0.4927,0.1724,59,2,1,0.3956,0,0.07
LID106263,4_LID_107882_345_length_34311_cov_8.59512,0,34311,0.5302,0,0,0,0,0,0,0
LID106263,5_LID_105867_65_length_34064_cov_12.309771,0,34064,0.5259,0,0,0,0,0,0,0
LID106263,6_LID_107883_492_length_34868_cov_56.276093,0,34868,0.5993,0,0,0,0,0,0,0
LID106263,7_LID_105984_101_length_34574_cov_32.439343,0.0016,34574,0.5178,0.081,28,1,1,0.5,0,0.06
,,,,,,,,,,,
,,,,,,,,,,,
LID106264,1_LID_105965_147_length_32612_cov_57.813084,0.0073,32612,0.4945,0.4508,147,2,6,0.6277,0,0.11
